,tx_price,beds,baths,sqft,year_built,lot_size,property_type,exterior_walls,roof,basement,restaurants,groceries,nightlife,cafes,shopping,arts_entertainment,beauty_spas,active_life,median_age,married,college_grad,property_tax,insurance,median_school,num_schools,tx_year,cosin_simularity
1188,416000.0,4,3,1503.0,1970,1542,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,29,7,5,7,28,0,27,9,36.0,66.0,49.0,364.0,111.0,8.0,3.0,2004,0.9999760379805968
453,258000.0,3,2,1320.0,1983,1650,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Asphalt,1.0,36,4,2,2,60,6,27,13,32.0,82.0,29.0,174.0,42.0,4.0,3.0,2005,0.9999759343617428
770,397000.0,3,3,1618.0,2004,1672,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,12,2,0,2,13,1,8,6,34.0,62.0,72.0,360.0,110.0,8.0,3.0,2012,0.9999758739585778
429,428000.0,3,2,1220.0,1984,1519,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,33,5,3,5,22,1,21,12,34.0,36.0,86.0,364.0,111.0,8.0,3.0,2014,0.999975867546349
1161,428000.0,4,3,1280.0,1971,1498,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,13,1,0,0,7,2,4,11,43.0,73.0,61.0,286.0,87.0,8.0,3.0,2006,0.9999757681947978
736,253000.0,3,3,1420.0,1991,1599,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Asphalt,1.0,46,2,6,4,62,3,34,9,29.0,80.0,24.0,244.0,69.0,4.0,3.0,2013,0.9999757096671782
929,323500.0,3,4,1661.0,1989,1759,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,0,0,0,0,1,0,0,3,44.0,77.0,62.0,368.0,112.0,6.0,3.0,2003,0.999975501162694
750,401000.0,3,3,1479.0,1979,1700,Apartment / Condo / Townhouse,Metal,Composition Shingle,1.0,10,1,0,0,13,1,12,12,40.0,73.0,86.0,479.0,146.0,8.0,3.0,2011,0.9999754245147143
519,320000.0,3,2,1532.0,1980,1812,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,10,1,1,0,9,0,11,8,36.0,75.0,64.0,360.0,109.0,9.0,2.0,2016,0.9999753366105165
758,410000.0,3,3,1540.0,1977,1650,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,8,0,1,1,17,1,1,12,39.0,72.0,60.0,327.0,100.0,7.0,1.0,2005,0.9999753255271352
800,280000.0,3,3,1747.0,1995,1607,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,49,3,4,3,31,3,28,8,32.0,71.0,44.0,336.0,102.0,6.0,3.0,2010,0.9999753125384202
715,425000.0,3,3,1280.0,1972,1589,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,70,4,13,7,62,0,29,10,44.0,89.0,46.0,245.0,75.0,4.0,3.0,2006,0.9999752556945337
732,330000.0,3,3,1408.0,1974,1868,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,19,2,2,1,21,0,11,9,46.0,94.0,54.0,340.0,103.0,8.0,3.0,2010,0.9999750175596359
724,236500.0,3,3,1328.0,1981,1542,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,11,2,0,4,8,2,5,9,39.0,87.0,73.0,306.0,93.0,8.0,1.0,2003,0.9999749579710786
1023,348900.0,4,2,1662.0,1966,1812,Apartment / Condo / Townhouse,Brick,Other,1.0,78,7,8,12,89,11,38,29,61.0,38.0,66.0,352.0,107.0,7.0,3.0,2006,0.9999748961910642
774,343000.0,3,3,1640.0,1996,1834,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,4,0,2,1,8,0,2,0,33.0,85.0,66.0,327.0,100.0,8.0,3.0,2008,0.9999747863482502
581,335655.0,3,2,1760.0,2004,1790,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,13,1,1,1,8,2,12,6,32.0,78.0,57.0,299.0,85.0,6.0,3.0,2005,0.9999747575623139
794,419900.0,3,3,1716.0,1992,1650,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,47,7,5,4,43,4,17,10,35.0,49.0,84.0,418.0,127.0,6.5,2.0,2004,0.99997470738095
765,395000.0,3,3,1586.0,1994,1793,Apartment / Condo / Townhouse,Metal,Composition Shingle,1.0,9,1,0,2,5,0,5,5,44.0,94.0,66.0,352.0,107.0,7.0,3.0,2004,0.9999745040164629
508,444000.0,3,2,1496.0,1981,1542,Apartment / Condo / Townhouse,Metal,Composition Shingle,1.0,32,3,2,1,24,1,15,10,44.0,77.0,53.0,295.0,90.0,8.5,2.0,2005,0.9999744940970188
778,450000.0,3,3,1652.0,2001,1540,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,26,4,0,2,46,0,15,14,42.0,65.0,65.0,438.0,133.0,5.0,3.0,2010,0.9999743306842223
784,459990.0,3,3,1672.0,1980,1445,Apartment / Condo / Townhouse,Brick,Asphalt,1.0,61,9,8,8,67,2,46,14,40.0,83.0,82.0,345.0,114.0,1.0,3.0,2008,0.999974210618764
517,415000.0,3,2,1522.0,1989,1760,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,0,0,0,0,1,0,0,3,44.0,77.0,62.0,352.0,107.0,6.0,3.0,2014,0.9999741996032515
749,415000.0,3,3,1474.0,1970,1760,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,23,5,0,2,19,1,21,12,39.0,82.0,76.0,384.0,117.0,8.0,3.0,2011,0.9999741113749834
569,525000.0,3,2,1695.0,1982,0,Apartment / Condo / Townhouse,Brick,Gravel/Rock,1.0,66,10,5,10,23,6,49,14,56.0,24.0,66.0,352.0,107.0,5.0,3.0,2006,0.9999740430991529
498,455000.0,3,2,1452.0,1981,1540,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,10,2,0,1,11,3,5,7,35.0,55.0,71.0,389.0,118.0,6.0,3.0,2015,0.9999739907044699
709,451000.0,3,3,1188.0,1979,1568,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,90,8,7,11,102,5,43,34,46.0,70.0,77.0,393.0,119.0,8.0,3.0,2005,0.999973985032492
808,392000.0,3,3,1770.0,1986,1799,Apartment / Condo / Townhouse,Metal,Composition Shingle,1.0,25,5,1,4,18,2,17,11,42.0,55.0,72.0,400.0,122.0,7.0,3.0,2009,0.9999739731009729
609,446000.0,3,2,1875.0,1979,1540,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,63,3,6,8,79,12,25,30,41.0,56.0,74.0,401.0,122.0,7.0,3.0,2011,0.9999739565532697
557,450000.0,3,2,1661.0,1979,1575,Single-Family,Brick,Composition Shingle,1.0,27,7,5,8,28,1,24,6,54.0,55.0,81.0,409.0,124.0,9.0,3.0,2007,0.9999737868654863
801,435000.0,3,3,1750.0,1986,1650,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,0,0,0,0,1,0,0,2,44.0,77.0,62.0,343.0,104.0,6.0,3.0,2005,0.999973747003724
825,435000.0,3,3,1888.0,1995,1661,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,83,8,4,9,181,6,51,23,33.0,66.0,83.0,430.0,131.0,7.0,3.0,2008,0.9999736797238306
573,360000.0,3,2,1708.0,2004,1899,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,29,3,2,3,15,2,14,6,34.0,62.0,72.0,377.0,114.0,8.0,3.0,2010,0.9999736111080691
387,430000.0,3,1,1506.0,1981,1746,Apartment / Condo / Townhouse,Wood,Metal,1.0,8,1,0,1,12,0,4,10,48.0,66.0,85.0,404.0,123.0,7.0,3.0,2004,0.9999735141343121
388,482413.0,3,1,1520.0,1995,1400,Single-Family,Brick,Composition Shingle,1.0,67,3,11,9,123,6,51,12,38.0,81.0,65.0,377.0,114.0,3.0,3.0,2005,0.999973401825339
562,407200.0,3,2,1674.0,1993,1842,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,9,1,0,3,7,0,13,5,32.0,78.0,58.0,327.0,99.0,6.0,3.0,2005,0.9999732885968198
804,482413.0,3,3,1758.0,1995,1400,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,67,3,11,9,123,6,51,12,38.0,81.0,65.0,377.0,114.0,3.0,3.0,2005,0.9999732318803685
444,333000.0,3,2,1280.0,1979,1999,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,24,5,1,1,19,0,16,13,36.0,75.0,64.0,311.0,94.0,9.0,3.0,2008,0.9999731689232887
927,506900.0,3,4,1628.0,2011,1166,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,71,12,6,11,32,8,45,18,32.0,43.0,63.0,482.0,147.0,5.0,3.0,2011,0.99997315132286
479,455900.0,3,2,1380.0,1990,1660,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,57,7,7,5,50,6,34,17,39.0,49.0,54.0,352.0,107.0,6.0,3.0,2013,0.99997314649539
579,430000.0,3,2,1750.0,1981,1746,Apartment / Condo / Townhouse,Wood,Metal,1.0,8,1,0,1,12,0,4,10,48.0,66.0,85.0,404.0,123.0,7.0,3.0,2004,0.9999730982256894
772,486990.0,3,3,1628.0,2010,1424,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,71,12,5,11,29,8,48,19,32.0,43.0,63.0,479.0,146.0,5.0,3.0,2011,0.9999730447701063
1485,435000.0,4,4,1428.0,1971,1785,Apartment / Condo / Townhouse,Brick,Shake Shingle,1.0,70,3,8,9,47,5,71,28,45.0,46.0,69.0,315.0,109.0,7.0,3.0,2007,0.9999729310891475
931,314900.0,3,4,1700.0,2003,1882,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Asphalt,1.0,0,0,0,0,5,0,0,2,31.0,80.0,47.0,295.0,83.0,6.0,2.0,2014,0.9999729281250916
618,471500.0,3,2,1934.0,1989,1556,Apartment / Condo / Townhouse,Brick,Wood Shake/ Shingles,1.0,46,2,2,9,158,6,31,9,38.0,56.0,75.0,426.0,129.0,9.0,3.0,2013,0.9999725814510434
415,310000.0,3,2,1102.0,1956,2016,Apartment / Condo / Townhouse,Brick,Asphalt,1.0,58,9,9,10,60,10,35,45,32.0,78.0,83.0,406.0,134.0,3.0,3.0,2004,0.9999724074221626
933,305109.0,3,4,1750.0,1966,1850,Apartment / Condo / Townhouse,Wood,Built-up,1.0,73,3,8,10,84,11,30,30,61.0,38.0,66.0,407.0,124.0,7.0,3.0,2011,0.9999723563572873
506,440000.0,3,2,1484.0,1986,1825,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,21,3,1,3,17,2,13,8,42.0,55.0,72.0,307.0,93.0,7.0,3.0,2005,0.9999723287501918
756,538430.0,3,3,1532.0,2011,835,Apartment / Condo / Townhouse,Other,Composition Shingle,1.0,25,6,4,7,33,2,19,12,44.0,70.0,54.0,523.0,159.0,8.0,3.0,2011,0.999972236604539
431,410000.0,3,2,1220.0,1985,1981,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,72,14,2,9,58,1,51,26,40.0,68.0,63.0,327.0,99.0,5.0,3.0,2006,0.9999721800096981
524,415000.0,3,2,1544.0,1996,1964,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,95,22,17,14,94,7,40,21,40.0,50.0,55.0,430.0,131.0,3.0,3.0,2011,0.9999721729971344
133,400000.0,2,1,1008.0,1987,1995,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,19,1,3,0,8,1,7,6,41.0,62.0,85.0,254.0,77.0,6.0,2.0,2006,0.9999721146784365
476,459000.0,3,2,1370.0,1992,1778,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,49,6,6,4,44,4,18,14,36.0,39.0,84.0,359.0,109.0,5.0,2.0,2005,0.9999719453052834
529,469335.0,3,2,1556.0,1986,1742,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,108,5,20,22,242,4,95,31,39.0,79.0,76.0,524.0,159.0,8.0,3.0,2004,0.9999717766311068
798,459900.0,3,3,1738.0,1989,1760,Apartment / Condo / Townhouse,Brick,Asphalt,1.0,6,1,0,0,4,0,2,0,48.0,86.0,75.0,401.0,122.0,9.0,2.0,2012,0.9999717656386858
347,557000.0,2,3,1296.0,1992,0,Apartment / Condo / Townhouse,Brick veneer,Composition Shingle,1.0,54,9,7,4,53,16,36,41,34.0,44.0,90.0,442.0,153.0,6.0,3.0,2008,0.9999717208709372
538,243000.0,3,2,1594.0,1998,1594,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,53,5,6,8,51,4,35,14,31.0,61.0,38.0,409.0,125.0,4.0,3.0,1998,0.999971521568286
385,299990.0,3,1,1382.0,1985,1995,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,9,1,0,3,8,0,15,5,28.0,85.0,31.0,241.0,73.0,6.0,3.0,2007,0.9999715024351411
1612,450000.0,5,3,1798.0,1970,1827,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,21,5,2,1,17,0,14,8,41.0,80.0,82.0,385.0,117.0,8.0,3.0,2007,0.9999713158016729
1226,458000.0,4,3,1860.0,1994,1820,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,62,7,8,7,64,5,40,15,37.0,80.0,59.0,409.0,125.0,6.0,3.0,2010,0.9999712468332963
807,359000.0,3,3,1766.0,1994,2031,Apartment / Condo / Townhouse,Stucco,Composition Shingle,1.0,12,2,1,3,15,3,12,10,39.0,33.0,74.0,471.0,143.0,5.0,3.0,2002,0.9999710748774661
1244,490000.0,4,3,2072.0,1999,1581,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,11,1,0,1,44,0,3,13,37.0,61.0,56.0,421.0,128.0,5.0,3.0,2006,0.9999710501019322
545,540000.0,3,2,1621.0,2005,1120,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,17,1,1,1,26,0,4,2,34.0,77.0,71.0,344.0,104.0,8.0,3.0,2005,0.9999710099782123
1179,336873.0,4,3,1412.0,2001,2108,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,14,1,1,1,12,0,13,7,28.0,76.0,42.0,224.0,63.0,8.0,3.0,2011,0.99997099928946
338,575000.0,2,2,1825.0,2006,0,Apartment / Condo / Townhouse,Wood Siding,Composition Shingle,1.0,79,12,10,8,93,5,56,39,33.0,55.0,71.0,632.0,184.0,9.0,3.0,2012,0.9999709965566033
849,307080.0,3,3,2036.0,2001,1777,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,25,3,3,1,16,1,12,2,32.0,81.0,25.0,450.0,137.0,3.0,3.0,2001,0.9999709639994
568,247640.0,3,2,1692.0,1999,1598,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,26,4,0,2,45,0,18,15,42.0,65.0,65.0,434.0,132.0,5.0,3.0,1999,0.9999709400017858
1270,415000.0,4,3,2340.0,1969,1692,Apartment / Condo / Townhouse,Brick,Other,1.0,161,8,30,27,275,26,143,66,55.0,55.0,91.0,898.0,298.0,2.0,3.0,2000,0.9999708703624178
925,485000.0,3,4,1584.0,1988,1759,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,104,6,17,20,238,4,92,31,39.0,79.0,76.0,527.0,161.0,8.0,3.0,2003,0.9999708226153534
332,465000.0,2,2,1638.0,1995,1875,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,11,2,0,2,13,1,5,7,40.0,69.0,84.0,389.0,118.0,5.0,3.0,2013,0.9999707611707388
810,515000.0,3,3,1774.0,2002,1520,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,16,1,1,3,6,0,13,5,37.0,47.0,58.0,345.0,105.0,7.0,2.0,2005,0.9999705058764101
812,320000.0,3,3,1780.0,1968,2003,Apartment / Condo / Townhouse,Wood,Composition Shingle,1.0,70,2,7,9,80,12,30,31,30.0,57.0,67.0,327.0,99.0,7.0,3.0,2011,0.9999701595772765
813,477000.0,3,3,1798.0,1991,1856,Apartment / Condo / Townhouse,Brick,Wood Shake/ Shingles,1.0,6,4,0,1,7,1,5,6,33.0,68.0,55.0,515.0,157.0,3.0,3.0,2008,0.9999700651286837
625,400000.0,3,2,2008.0,2005,2040,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,26,3,1,3,13,1,16,7,34.0,91.0,59.0,426.0,129.0,7.0,2.0,2008,0.9999700103210795
787,427000.0,3,3,1680.0,1998,2100,Apartment / Condo / Townhouse,Metal,Shake Shingle,1.0,61,4,6,5,36,4,38,10,30.0,60.0,69.0,336.0,102.0,7.0,3.0,2007,0.9999698841019748
788,411300.0,3,3,1680.0,2005,2160,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,18,15,1,0,29,1,26,6,32.0,58.0,28.0,343.0,104.0,3.0,3.0,2014,0.9999695977710147
737,517500.0,3,3,1428.0,1990,1650,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,26,3,5,2,14,3,13,9,33.0,70.0,80.0,385.0,117.0,5.0,2.0,2005,0.9999695596964958
924,498000.0,3,4,1584.0,1976,1794,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,33,5,3,5,23,1,23,12,34.0,36.0,86.0,373.0,113.0,8.0,3.0,2005,0.9999695584397877
760,445000.0,3,3,1552.0,1989,2096,Apartment / Condo / Townhouse,Wood,Composition Shingle,1.0,16,3,0,2,10,1,7,12,37.0,63.0,82.0,430.0,131.0,5.0,3.0,2009,0.999969452572908
1235,445000.0,4,3,1976.0,1994,2027,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,146,4,19,26,335,10,108,34,45.0,70.0,71.0,614.0,187.0,9.0,3.0,2001,0.999969431253231
1212,510000.0,4,3,1716.0,1993,1760,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,48,7,5,4,44,4,17,10,35.0,49.0,84.0,436.0,133.0,6.5,2.0,2014,0.9999694311532452
944,373275.0,3,4,2236.0,1999,1944,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,21,4,1,5,15,1,18,10,34.0,66.0,72.0,614.0,187.0,8.0,3.0,1999,0.9999693413233932
1222,429000.0,4,3,1800.0,1983,2099,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,0,1,0,0,7,2,0,11,31.0,68.0,54.0,356.0,108.0,8.0,1.0,2005,0.9999693152613492
767,524000.0,3,3,1600.0,1989,1660,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,46,6,6,4,41,4,17,13,34.0,76.0,73.0,430.0,131.0,6.5,2.0,2005,0.9999692322941179
587,429000.0,3,2,1787.0,1993,2143,Apartment / Condo / Townhouse,Brick,asphalt,1.0,26,3,4,2,15,3,13,10,33.0,70.0,80.0,392.0,119.0,5.0,2.0,2012,0.9999690627458757
762,387000.0,3,3,1568.0,1986,2230,Apartment / Condo / Townhouse,Wood,Composition Shingle,1.0,52,11,1,4,36,1,31,14,35.0,55.0,73.0,348.0,106.0,5.0,3.0,2012,0.9999690342643733
597,365000.0,3,2,1833.0,1978,2143,Apartment / Condo / Townhouse,Wood,Composition Shingle,1.0,19,5,0,1,14,0,9,8,39.0,84.0,51.0,319.0,97.0,8.0,3.0,2007,0.9999689810146115
576,450000.0,3,2,1725.0,1996,2108,Apartment / Condo / Townhouse,Wood,Composition Shingle,1.0,8,2,0,2,9,1,4,8,44.0,89.0,87.0,450.0,137.0,5.0,3.0,2008,0.9999689808385914
932,417000.0,3,4,1712.0,1994,2184,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,0,0,0,0,2,1,0,3,44.0,77.0,62.0,393.0,119.0,6.0,3.0,2008,0.9999689256209454
721,435000.0,3,3,1300.0,1986,2178,Apartment / Condo / Townhouse,Metal,Composition Shingle,1.0,16,1,1,4,19,2,5,13,39.0,72.0,60.0,299.0,91.0,7.0,1.0,2005,0.9999688863115722
428,439900.0,3,2,1220.0,1983,2178,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,21,4,1,5,16,1,18,11,34.0,66.0,72.0,359.0,109.0,8.0,3.0,2006,0.9999687045391288
337,395000.0,2,2,1750.0,1996,2217,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,41,8,4,5,23,0,21,10,38.0,63.0,46.0,401.0,122.0,5.0,3.0,2005,0.9999686410412291
610,420000.0,3,2,1878.0,1996,2178,Apartment / Condo / Townhouse,Wood,Composition Shingle,1.0,8,2,0,2,9,1,4,6,44.0,89.0,87.0,434.0,132.0,5.0,3.0,2008,0.9999685111007921
353,395000.0,2,3,1925.0,1996,2219,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Shake Shingle,1.0,41,8,4,5,23,0,21,10,38.0,63.0,46.0,393.0,119.0,5.0,3.0,2005,0.9999679049867286
392,296000.0,3,1,1860.0,1995,1977,Single-Family,Brick,Composition Shingle,1.0,81,8,4,10,181,5,49,23,33.0,66.0,83.0,430.0,131.0,7.0,3.0,2000,0.9999678864301162
1199,535000.0,4,3,1584.0,1995,1804,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,22,3,2,4,22,1,14,13,40.0,73.0,86.0,491.0,149.0,8.0,3.0,2012,0.99996787072182
669,505000.0,3,2,2437.0,2005,1827,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,84,14,3,6,58,2,57,21,34.0,71.0,55.0,471.0,143.0,5.0,3.0,2010,0.9999678080557116
605,382921.0,3,2,1858.0,2003,2242,Apartment / Condo / Townhouse,Metal,Composition Shingle,1.0,22,1,4,0,18,1,12,9,40.0,68.0,70.0,471.0,143.0,6.0,2.0,2003,0.999967779378459
1237,402500.0,4,3,2008.0,2001,2214,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,27,2,3,1,24,1,14,3,32.0,81.0,25.0,434.0,132.0,3.0,3.0,2003,0.9999676132507339
561,255000.0,3,2,1672.0,2004,1803,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Asphalt,1.0,0,0,0,0,6,0,0,0,31.0,80.0,47.0,300.0,85.0,6.0,2.0,2010,0.9999675769755955
809,565000.0,3,3,1774.0,1993,1598,Apartment / Condo / Townhouse,Brick,Wood Shake/ Shingles,1.0,112,18,5,12,89,3,31,23,35.0,55.0,28.0,504.0,153.0,4.0,3.0,2007,0.9999674761128148
921,475000.0,3,4,1496.0,1987,2177,Apartment / Condo / Townhouse,Wood,Shake Shingle,1.0,17,0,0,0,12,4,15,20,32.0,63.0,70.0,348.0,106.0,7.0,3.0,2005,0.9999674759531166
748,475000.0,3,3,1462.0,1987,2178,Apartment / Condo / Townhouse,Wood,Composition Shingle,1.0,17,0,0,0,12,4,15,20,32.0,63.0,70.0,348.0,106.0,7.0,3.0,2005,0.9999674706527137
560,550000.0,3,2,1672.0,1984,1734,Apartment / Condo / Townhouse,Brick,Asphalt,1.0,30,5,3,4,29,2,30,15,33.0,53.0,71.0,541.0,165.0,9.0,3.0,2008,0.9999673954640896
935,570000.0,3,4,1774.0,1993,1600,Apartment / Condo / Townhouse,Brick,Shake Shingle,1.0,112,18,5,12,89,3,31,23,35.0,55.0,28.0,508.0,154.0,4.0,3.0,2016,0.9999672900614811
755,234000.0,3,3,1532.0,1997,1698,Apartment / Condo / Townhouse,Metal,Composition Shingle,1.0,62,4,6,5,36,4,41,13,30.0,60.0,69.0,327.0,99.0,7.0,3.0,2001,0.999967228431366
941,549000.0,3,4,2160.0,2001,1800,Apartment / Condo / Townhouse,Brick,Asphalt,1.0,61,9,4,4,71,3,51,14,35.0,77.0,46.0,479.0,146.0,5.0,3.0,2013,0.9999669248617622
321,325000.0,2,2,1474.0,1987,2278,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,4,2,0,0,1,1,1,9,41.0,71.0,58.0,289.0,88.0,4.0,3.0,2013,0.9999667122097836
1259,342150.0,4,3,2224.0,1999,2040,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,20,5,2,3,24,2,19,16,35.0,70.0,73.0,594.0,181.0,8.0,3.0,1999,0.9999666331541011
1169,330000.0,4,3,1360.0,1987,2325,Single-Family,Brick,Composition Shingle,1.0,96,8,7,9,49,6,48,15,30.0,84.0,59.0,291.0,88.0,8.0,3.0,2015,0.9999666176002626
306,330000.0,2,2,1350.0,1993,2326,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,39,4,2,5,18,2,23,12,36.0,66.0,73.0,274.0,83.0,8.0,3.0,2013,0.9999665959483659
796,602000.0,3,3,1731.0,2000,1407,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,121,11,10,16,104,10,65,43,39.0,67.0,91.0,623.0,189.0,7.0,3.0,2011,0.9999665138124877
827,292240.0,3,3,1900.0,2000,1995,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,113,9,8,19,106,5,41,32,32.0,34.0,50.0,471.0,143.0,4.0,3.0,2000,0.9999663832744743
1198,259000.0,4,3,1566.0,1967,1890,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,55,4,3,6,64,3,62,19,46.0,77.0,88.0,602.0,183.0,10.0,3.0,1997,0.9999663390497917
1243,310100.0,4,3,2060.0,1997,2003,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,111,6,20,21,245,4,97,31,40.0,72.0,86.0,647.0,197.0,8.0,3.0,1997,0.9999661370812712
622,526000.0,3,2,1984.0,2002,2141,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,79,8,4,9,180,6,49,23,34.0,58.0,76.0,482.0,147.0,7.0,3.0,2012,0.9999659044357114
630,548000.0,3,2,2036.0,2000,2000,Single-Family,Brick,Composition Shingle,1.0,52,6,6,10,90,5,33,22,39.0,85.0,55.0,545.0,166.0,8.0,3.0,2010,0.9999658680808197
346,302000.0,2,3,1260.0,1987,2280,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,4,2,0,0,2,1,1,9,41.0,71.0,58.0,282.0,86.0,4.0,3.0,2013,0.9999655767780525
1038,425000.0,4,2,1810.0,1983,2426,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,28,4,4,2,21,2,12,8,26.0,75.0,81.0,360.0,109.0,6.5,2.0,2005,0.9999653427353637
711,295000.0,3,3,1220.0,1987,2269,Apartment / Condo / Townhouse,Metal,Composition Shingle,1.0,39,7,3,2,28,4,29,13,35.0,80.0,72.0,344.0,105.0,5.0,3.0,2010,0.9999652692715135
1491,379000.0,4,4,2105.0,1985,2300,Apartment / Condo / Townhouse,Brick,Shake Shingle,1.0,0,0,0,0,3,0,1,1,41.0,69.0,77.0,397.0,121.0,9.0,3.0,2004,0.9999652187906511
858,440000.0,3,3,2101.0,1987,2378,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,49,4,6,10,64,3,26,13,40.0,63.0,66.0,360.0,109.0,7.0,3.0,2013,0.9999650907265663
1242,550000.0,4,3,2038.0,1978,2058,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,21,1,0,3,19,0,8,12,43.0,61.0,86.0,589.0,179.0,6.0,3.0,2008,0.9999650796598023
847,422000.0,3,3,2012.0,1991,2416,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Shake Shingle,1.0,82,5,9,7,43,5,48,13,30.0,60.0,69.0,332.0,101.0,7.0,3.0,2006,0.9999649079884809
